year,year_annotation,race,race_annotation,number,income,percent
1977,NA,WHITE,25,66934,150 000 to 199 999,3.1
1977,NA,WHITE,25,66934,200 000 and over,2
1976,18,WHITE,25,65353,under 15 000,10.7
1976,18,WHITE,25,65353,15 000 to 24 999,10.5
1976,18,WHITE,25,65353,25 000 to 34 999,10
1976,18,WHITE,25,65353,35 000 to 49 999,14.8
1976,18,WHITE,25,65353,50 000 to 74 999,22.3
1976,18,WHITE,25,65353,75 000 to 99 999,15.2
1976,18,WHITE,25,65353,100 000 to 149 999,11.9
1976,18,WHITE,25,65353,150 000 to 199 999,2.8
1976,18,WHITE,25,65353,200 000 and over,1.9
1975,19,WHITE,25,64392,under 15 000,11
1975,19,WHITE,25,64392,15 000 to 24 999,10.8
1975,19,WHITE,25,64392,25 000 to 34 999,10.5
1975,19,WHITE,25,64392,35 000 to 49 999,14.6
1975,19,WHITE,25,64392,50 000 to 74 999,22.7
1975,19,WHITE,25,64392,75 000 to 99 999,14.9
1975,19,WHITE,25,64392,100 000 to 149 999,11.2
1975,19,WHITE,25,64392,150 000 to 199 999,2.6
1975,19,WHITE,25,64392,200 000 and over,1.6
1974,"19,",WHITE,25,62984,under 15 000,10.6
1974,"19,",WHITE,25,62984,15 000 to 24 999,10
1974,"19,",WHITE,25,62984,25 000 to 34 999,9.7
1974,"19,",WHITE,25,62984,35 000 to 49 999,15.2
1974,"19,",WHITE,25,62984,50 000 to 74 999,22.7
1974,"19,",WHITE,25,62984,75 000 to 99 999,15.6
1974,"19,",WHITE,25,62984,100 000 to 149 999,11.6
1974,"19,",WHITE,25,62984,150 000 to 199 999,2.9
1974,"19,",WHITE,25,62984,200 000 and over,1.8
1973,NA,WHITE,25,61965,under 15 000,10.5
1973,NA,WHITE,25,61965,15 000 to 24 999,10
1973,NA,WHITE,25,61965,25 000 to 34 999,9.1
1973,NA,WHITE,25,61965,35 000 to 49 999,14
1973,NA,WHITE,25,61965,50 000 to 74 999,22.8
1973,NA,WHITE,25,61965,75 000 to 99 999,15.6
1973,NA,WHITE,25,61965,100 000 to 149 999,12.6
1973,NA,WHITE,25,61965,150 000 to 199 999,3.2
1973,NA,WHITE,25,61965,200 000 and over,2.1
1972,21,WHITE,25,60618,under 15 000,11.2
1972,21,WHITE,25,60618,15 000 to 24 999,9.6
1972,21,WHITE,25,60618,25 000 to 34 999,9.5
1972,21,WHITE,25,60618,35 000 to 49 999,14.6
1972,21,WHITE,25,60618,50 000 to 74 999,23.2
1972,21,WHITE,25,60618,75 000 to 99 999,15.4
1972,21,WHITE,25,60618,100 000 to 149 999,11.7
1972,21,WHITE,25,60618,150 000 to 199 999,2.9
1972,21,WHITE,25,60618,200 000 and over,2
1971,22,WHITE,25,59463,under 15 000,12.1
1971,22,WHITE,25,59463,15 000 to 24 999,9.5
1971,22,WHITE,25,59463,25 000 to 34 999,10.2
1971,22,WHITE,25,59463,35 000 to 49 999,15
1971,22,WHITE,25,59463,50 000 to 74 999,24.4
1971,22,WHITE,25,59463,75 000 to 99 999,14.5
1971,22,WHITE,25,59463,100 000 to 149 999,10.4
1971,22,WHITE,25,59463,150 000 to 199 999,2.4
1971,22,WHITE,25,59463,200 000 and over,1.5
1970,NA,WHITE,25,57575,under 15 000,12.1
1970,NA,WHITE,25,57575,15 000 to 24 999,9.4
1970,NA,WHITE,25,57575,25 000 to 34 999,9.3
1970,NA,WHITE,25,57575,35 000 to 49 999,15.5
1970,NA,WHITE,25,57575,50 000 to 74 999,24.9
1970,NA,WHITE,25,57575,75 000 to 99 999,14.3
1970,NA,WHITE,25,57575,100 000 to 149 999,10.5
1970,NA,WHITE,25,57575,150 000 to 199 999,2.3
1970,NA,WHITE,25,57575,200 000 and over,1.6
1969,NA,WHITE,25,56248,under 15 000,12
1969,NA,WHITE,25,56248,15 000 to 24 999,9.3
1969,NA,WHITE,25,56248,25 000 to 34 999,8.9
1969,NA,WHITE,25,56248,35 000 to 49 999,15.8
1969,NA,WHITE,25,56248,50 000 to 74 999,25.2
1969,NA,WHITE,25,56248,75 000 to 99 999,15
1969,NA,WHITE,25,56248,100 000 to 149 999,10
1969,NA,WHITE,25,56248,150 000 to 199 999,2.4
1969,NA,WHITE,25,56248,200 000 and over,1.5
1968,NA,WHITE,25,55394,under 15 000,12.3
1968,NA,WHITE,25,55394,15 000 to 24 999,9.3
1968,NA,WHITE,25,55394,25 000 to 34 999,9.8
1968,NA,WHITE,25,55394,35 000 to 49 999,16.5
1968,NA,WHITE,25,55394,50 000 to 74 999,25.7
1968,NA,WHITE,25,55394,75 000 to 99 999,14.5
1968,NA,WHITE,25,55394,100 000 to 149 999,8.8
1968,NA,WHITE,25,55394,150 000 to 199 999,1.9
1968,NA,WHITE,25,55394,200 000 and over,1.2
1967,23,WHITE,25,54188,under 15 000,13.5
1967,23,WHITE,25,54188,15 000 to 24 999,9.4
1967,23,WHITE,25,54188,25 000 to 34 999,10.4
1967,23,WHITE,25,54188,35 000 to 49 999,16.9
1967,23,WHITE,25,54188,50 000 to 74 999,25.8
1967,23,WHITE,25,54188,75 000 to 99 999,12.6
1967,23,WHITE,25,54188,100 000 to 149 999,8.2
1967,23,WHITE,25,54188,150 000 to 199 999,1.8
1967,23,WHITE,25,54188,200 000 and over,1.3
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,under 15 000,7.3
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,15 000 to 24 999,7.3
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,25 000 to 34 999,7.5
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,35 000 to 49 999,11
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,50 000 to 74 999,16.2
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,75 000 to 99 999,12.8
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,100 000 to 149 999,16.8
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,150 000 to 199 999,9.3
2019,NA,"WHITE ALONE, NOT HISPANIC",24,84868,200 000 and over,11.8
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,under 15 000,8
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,15 000 to 24 999,7.8
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,25 000 to 34 999,7.9
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,35 000 to 49 999,11.2
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,50 000 to 74 999,17
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,75 000 to 99 999,13.2
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,100 000 to 149 999,16.5
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,150 000 to 199 999,8.1
2018,NA,"WHITE ALONE, NOT HISPANIC",24,84727,200 000 and over,10.3
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,under 15 000,8
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,15 000 to 24 999,8.3
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,25 000 to 34 999,8.4
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,35 000 to 49 999,11.4
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,50 000 to 74 999,16.2
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,75 000 to 99 999,13
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,100 000 to 149 999,16.1
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,150 000 to 199 999,8.3
2017,2,"WHITE ALONE, NOT HISPANIC",24,84706,200 000 and over,10.4
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,under 15 000,8
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,15 000 to 24 999,8.5
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,25 000 to 34 999,8.5
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,35 000 to 49 999,11.2
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,50 000 to 74 999,16.1
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,75 000 to 99 999,13.1
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,100 000 to 149 999,16.3
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,150 000 to 199 999,8.5
2017,NA,"WHITE ALONE, NOT HISPANIC",24,84681,200 000 and over,9.8
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,under 15 000,8.4
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,15 000 to 24 999,8.2
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,25 000 to 34 999,8.5
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,35 000 to 49 999,11.8
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,50 000 to 74 999,16.6
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,75 000 to 99 999,12.6
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,100 000 to 149 999,16.5
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,150 000 to 199 999,8
2016,NA,"WHITE ALONE, NOT HISPANIC",24,84387,200 000 and over,9.4
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,under 15 000,8.2
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,15 000 to 24 999,9.1
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,25 000 to 34 999,8.9
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,35 000 to 49 999,11.7
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,50 000 to 74 999,16.1
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,75 000 to 99 999,13
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,100 000 to 149 999,16.7
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,150 000 to 199 999,8
2015,NA,"WHITE ALONE, NOT HISPANIC",24,84445,200 000 and over,8.3
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,under 15 000,9.3
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,15 000 to 24 999,9.5
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,25 000 to 34 999,8.8
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,35 000 to 49 999,12
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,50 000 to 74 999,16.6
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,75 000 to 99 999,12.8
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,100 000 to 149 999,15.4
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,150 000 to 199 999,7.5
2014,NA,"WHITE ALONE, NOT HISPANIC",24,84228,200 000 and over,8
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,under 15 000,9.2
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,15 000 to 24 999,9.4
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,25 000 to 34 999,8.6
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,35 000 to 49 999,11.7
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,50 000 to 74 999,17.2
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,75 000 to 99 999,13.2
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,100 000 to 149 999,15.2
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,150 000 to 199 999,7.6
2013,3,"WHITE ALONE, NOT HISPANIC",24,84432,200 000 and over,8
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,under 15 000,9
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,15 000 to 24 999,9.5
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,25 000 to 34 999,9
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,35 000 to 49 999,12.5
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,50 000 to 74 999,17.3
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,75 000 to 99 999,13.5
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,100 000 to 149 999,14.9
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,150 000 to 199 999,7.2
2013,4,"WHITE ALONE, NOT HISPANIC",24,83641,200 000 and over,7.1
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,under 15 000,8.8
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,15 000 to 24 999,9.8
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,25 000 to 34 999,9.4
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,35 000 to 49 999,12.1
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,50 000 to 74 999,17.5
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,75 000 to 99 999,13
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,100 000 to 149 999,15.4
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,150 000 to 199 999,7.2
2012,NA,"WHITE ALONE, NOT HISPANIC",24,83792,200 000 and over,6.9
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,under 15 000,9
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,15 000 to 24 999,9.3
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,25 000 to 34 999,9.5
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,35 000 to 49 999,12.7
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,50 000 to 74 999,17.5
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,75 000 to 99 999,12.7
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,100 000 to 149 999,15.3
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,150 000 to 199 999,7.1
2011,NA,"WHITE ALONE, NOT HISPANIC",24,83573,200 000 and over,6.9
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,under 15 000,8.7
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,15 000 to 24 999,10
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,25 000 to 34 999,8.7
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,35 000 to 49 999,12.8
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,50 000 to 74 999,17
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,75 000 to 99 999,13
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,100 000 to 149 999,15.8
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,150 000 to 199 999,7
2010,5,"WHITE ALONE, NOT HISPANIC",24,83314,200 000 and over,7
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,under 15 000,8.2
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,15 000 to 24 999,9
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,25 000 to 34 999,9.1
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,35 000 to 49 999,12.8
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,50 000 to 74 999,17.7
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,75 000 to 99 999,13.1
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,100 000 to 149 999,15.9
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,150 000 to 199 999,7.1
2009,6,"WHITE ALONE, NOT HISPANIC",24,83158,200 000 and over,6.9
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,under 15 000,8.3
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,15 000 to 24 999,9.2
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,25 000 to 34 999,8.8
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,35 000 to 49 999,12.5
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,50 000 to 74 999,17.1
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,75 000 to 99 999,13.4
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,100 000 to 149 999,16.6
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,150 000 to 199 999,7.1
2008,NA,"WHITE ALONE, NOT HISPANIC",24,82884,200 000 and over,7
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,under 15 000,7.9
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,15 000 to 24 999,9.2
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,25 000 to 34 999,8.5
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,35 000 to 49 999,12
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,50 000 to 74 999,17.3
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,75 000 to 99 999,13.2
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,100 000 to 149 999,16.9
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,150 000 to 199 999,7.6
2007,NA,"WHITE ALONE, NOT HISPANIC",24,82765,200 000 and over,7.5
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,under 15 000,7.6
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,15 000 to 24 999,8.8
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,25 000 to 34 999,8.8
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,35 000 to 49 999,12.4
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,50 000 to 74 999,17.4
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,75 000 to 99 999,13.4
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,100 000 to 149 999,16.5
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,150 000 to 199 999,7.4
2006,NA,"WHITE ALONE, NOT HISPANIC",24,82675,200 000 and over,7.6
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,under 15 000,8.1
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,15 000 to 24 999,9
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,25 000 to 34 999,8.9
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,35 000 to 49 999,12.2
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,50 000 to 74 999,17.5
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,75 000 to 99 999,13.7
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,100 000 to 149 999,16.1
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,150 000 to 199 999,7.3
2005,NA,"WHITE ALONE, NOT HISPANIC",24,82003,200 000 and over,7.2
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,under 15 000,8.3
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,15 000 to 24 999,9.1
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,25 000 to 34 999,9.1
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,35 000 to 49 999,12.2
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,50 000 to 74 999,17.3
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,75 000 to 99 999,13.3
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,100 000 to 149 999,16.6
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,150 000 to 199 999,7.1
2004,7,"WHITE ALONE, NOT HISPANIC",24,81628,200 000 and over,7.1
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,under 15 000,8.3
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,15 000 to 24 999,9
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,25 000 to 34 999,9
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,35 000 to 49 999,12
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,50 000 to 74 999,17.3
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,75 000 to 99 999,13.3
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,100 000 to 149 999,16.8
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,150 000 to 199 999,7.2
2003,NA,"WHITE ALONE, NOT HISPANIC",24,81148,200 000 and over,7.2
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,under 15 000,8.1
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,15 000 to 24 999,9.1
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,25 000 to 34 999,8.5
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,35 000 to 49 999,12.4
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,50 000 to 74 999,17.5
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,75 000 to 99 999,13.3
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,100 000 to 149 999,17.2
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,150 000 to 199 999,7
2002,NA,"WHITE ALONE, NOT HISPANIC",24,81166,200 000 and over,6.8
2001,NA,"WHITE, NOT HISPANIC",25,80818,under 15 000,7.9
2001,NA,"WHITE, NOT HISPANIC",25,80818,15 000 to 24 999,9
2001,NA,"WHITE, NOT HISPANIC",25,80818,25 000 to 34 999,8.6
2001,NA,"WHITE, NOT HISPANIC",25,80818,35 000 to 49 999,12.3
2001,NA,"WHITE, NOT HISPANIC",25,80818,50 000 to 74 999,17.7
2001,NA,"WHITE, NOT HISPANIC",25,80818,75 000 to 99 999,13.4
2001,NA,"WHITE, NOT HISPANIC",25,80818,100 000 to 149 999,16.9
2001,NA,"WHITE, NOT HISPANIC",25,80818,150 000 to 199 999,7.1
2001,NA,"WHITE, NOT HISPANIC",25,80818,200 000 and over,7.2
2000,8,"WHITE, NOT HISPANIC",25,80527,under 15 000,7.7
2000,8,"WHITE, NOT HISPANIC",25,80527,15 000 to 24 999,8.7
2000,8,"WHITE, NOT HISPANIC",25,80527,25 000 to 34 999,8.3
2000,8,"WHITE, NOT HISPANIC",25,80527,35 000 to 49 999,12.7
2000,8,"WHITE, NOT HISPANIC",25,80527,50 000 to 74 999,17.5
2000,8,"WHITE, NOT HISPANIC",25,80527,75 000 to 99 999,13.7
2000,8,"WHITE, NOT HISPANIC",25,80527,100 000 to 149 999,16.8
2000,8,"WHITE, NOT HISPANIC",25,80527,150 000 to 199 999,7.6
2000,8,"WHITE, NOT HISPANIC",25,80527,200 000 and over,7.1
1999,9,"WHITE, NOT HISPANIC",25,79819,under 15 000,7.2
1999,9,"WHITE, NOT HISPANIC",25,79819,15 000 to 24 999,8.9
1999,9,"WHITE, NOT HISPANIC",25,79819,25 000 to 34 999,8.7
1999,9,"WHITE, NOT HISPANIC",25,79819,35 000 to 49 999,12.4
1999,9,"WHITE, NOT HISPANIC",25,79819,50 000 to 74 999,17.5
1999,9,"WHITE, NOT HISPANIC",25,79819,75 000 to 99 999,13.9
1999,9,"WHITE, NOT HISPANIC",25,79819,100 000 to 149 999,17
1999,9,"WHITE, NOT HISPANIC",25,79819,150 000 to 199 999,7.3
1999,9,"WHITE, NOT HISPANIC",25,79819,200 000 and over,7.2
1998,NA,"WHITE, NOT HISPANIC",25,78577,under 15 000,7.6
1998,NA,"WHITE, NOT HISPANIC",25,78577,15 000 to 24 999,8.8
1998,NA,"WHITE, NOT HISPANIC",25,78577,25 000 to 34 999,8.6
1998,NA,"WHITE, NOT HISPANIC",25,78577,35 000 to 49 999,12.5
1998,NA,"WHITE, NOT HISPANIC",25,78577,50 000 to 74 999,17.7
1998,NA,"WHITE, NOT HISPANIC",25,78577,75 000 to 99 999,14.6
1998,NA,"WHITE, NOT HISPANIC",25,78577,100 000 to 149 999,16.8
1998,NA,"WHITE, NOT HISPANIC",25,78577,150 000 to 199 999,7
1998,NA,"WHITE, NOT HISPANIC",25,78577,200 000 and over,6.4
1997,NA,"WHITE, NOT HISPANIC",25,77936,under 15 000,8.1
1997,NA,"WHITE, NOT HISPANIC",25,77936,15 000 to 24 999,9.4
1997,NA,"WHITE, NOT HISPANIC",25,77936,25 000 to 34 999,8.9
1997,NA,"WHITE, NOT HISPANIC",25,77936,35 000 to 49 999,12.7
1997,NA,"WHITE, NOT HISPANIC",25,77936,50 000 to 74 999,18.1
1997,NA,"WHITE, NOT HISPANIC",25,77936,75 000 to 99 999,14.1
1997,NA,"WHITE, NOT HISPANIC",25,77936,100 000 to 149 999,16.2
1997,NA,"WHITE, NOT HISPANIC",25,77936,150 000 to 199 999,6.5
1997,NA,"WHITE, NOT HISPANIC",25,77936,200 000 and over,6
1996,NA,"WHITE, NOT HISPANIC",25,77240,under 15 000,8.4
1996,NA,"WHITE, NOT HISPANIC",25,77240,15 000 to 24 999,9.6
1996,NA,"WHITE, NOT HISPANIC",25,77240,25 000 to 34 999,9.1
1996,NA,"WHITE, NOT HISPANIC",25,77240,35 000 to 49 999,13.3
1996,NA,"WHITE, NOT HISPANIC",25,77240,50 000 to 74 999,18.2
1996,NA,"WHITE, NOT HISPANIC",25,77240,75 000 to 99 999,14.4
1996,NA,"WHITE, NOT HISPANIC",25,77240,100 000 to 149 999,15.8
1996,NA,"WHITE, NOT HISPANIC",25,77240,150 000 to 199 999,6.1
1996,NA,"WHITE, NOT HISPANIC",25,77240,200 000 and over,5.3
1995,10,"WHITE, NOT HISPANIC",25,76932,under 15 000,8.1
1995,10,"WHITE, NOT HISPANIC",25,76932,15 000 to 24 999,9.5
1995,10,"WHITE, NOT HISPANIC",25,76932,25 000 to 34 999,9.6
1995,10,"WHITE, NOT HISPANIC",25,76932,35 000 to 49 999,12.8
1995,10,"WHITE, NOT HISPANIC",25,76932,50 000 to 74 999,19.3
1995,10,"WHITE, NOT HISPANIC",25,76932,75 000 to 99 999,14.2
1995,10,"WHITE, NOT HISPANIC",25,76932,100 000 to 149 999,15.6
1995,10,"WHITE, NOT HISPANIC",25,76932,150 000 to 199 999,5.9
1995,10,"WHITE, NOT HISPANIC",25,76932,200 000 and over,5
1994,11,"WHITE, NOT HISPANIC",25,77004,under 15 000,8.9
1994,11,"WHITE, NOT HISPANIC",25,77004,15 000 to 24 999,10
1994,11,"WHITE, NOT HISPANIC",25,77004,25 000 to 34 999,9.7
1994,11,"WHITE, NOT HISPANIC",25,77004,35 000 to 49 999,13.2
1994,11,"WHITE, NOT HISPANIC",25,77004,50 000 to 74 999,19
1994,11,"WHITE, NOT HISPANIC",25,77004,75 000 to 99 999,13.5
1994,11,"WHITE, NOT HISPANIC",25,77004,100 000 to 149 999,15.2
1994,11,"WHITE, NOT HISPANIC",25,77004,150 000 to 199 999,5.7
1994,11,"WHITE, NOT HISPANIC",25,77004,200 000 and over,4.8
1993,12,"WHITE, NOT HISPANIC",25,75697,under 15 000,9.4
1993,12,"WHITE, NOT HISPANIC",25,75697,15 000 to 24 999,9.7
1993,12,"WHITE, NOT HISPANIC",25,75697,25 000 to 34 999,9.5
1993,12,"WHITE, NOT HISPANIC",25,75697,35 000 to 49 999,13.5
1993,12,"WHITE, NOT HISPANIC",25,75697,50 000 to 74 999,19.1
1993,12,"WHITE, NOT HISPANIC",25,75697,75 000 to 99 999,14.1
1993,12,"WHITE, NOT HISPANIC",25,75697,100 000 to 149 999,14.8
1993,12,"WHITE, NOT HISPANIC",25,75697,150 000 to 199 999,5.5
1993,12,"WHITE, NOT HISPANIC",25,75697,200 000 and over,4.5
1992,13,"WHITE, NOT HISPANIC",25,75107,under 15 000,9.2
1992,13,"WHITE, NOT HISPANIC",25,75107,15 000 to 24 999,9.8
1992,13,"WHITE, NOT HISPANIC",25,75107,25 000 to 34 999,9.7
1992,13,"WHITE, NOT HISPANIC",25,75107,35 000 to 49 999,13.3
1992,13,"WHITE, NOT HISPANIC",25,75107,50 000 to 74 999,19.3
1992,13,"WHITE, NOT HISPANIC",25,75107,75 000 to 99 999,14.5
1992,13,"WHITE, NOT HISPANIC",25,75107,100 000 to 149 999,14.9
